Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
regulation of dopamine metabolic process (GO:0042053)	1/15	0.07846867576687508	0.3267591077106402	0.6094156965907208	-0.6816509903782292	GPR37
outflow tract septum morphogenesis (GO:0003148)	1/14	0.07374751732169718	0.3267591077106402	0.6097176425649332	-0.6819887266287296	FGFR2
prostate gland growth (GO:0060736)	1/11	0.059440440383465104	0.3267591077106402	0.6102952220103771	-0.6826347677517454	FGFR2
regulation of interleukin-5 production (GO:0032674)	1/15	0.07846867576687508	0.3267591077106402	0.6129439087978904	-0.6855974088225458	IL33
regulation of response to reactive oxygen species (GO:1901031)	1/23	0.11539326037574439	0.34135867491369254	0.6379072010054013	-0.6856363886126945	GPR37
regulation of execution phase of apoptosis (GO:1900117)	1/19	0.09711712341807215	0.3410902308025874	0.6374988493387569	-0.6856990091182749	BCL2L1
acylglycerol catabolic process (GO:0046464)	1/21	0.10630126912262297	0.34135867491369254	0.6384318144904556	-0.6862002544771074	PRKACB
positive regulation of type 2 immune response (GO:0002830)	1/12	0.06423351876761867	0.3267591077106402	0.6147397183894003	-0.6876060794121476	IL33
fibril organization (GO:0097435)	1/14	0.07374751732169718	0.3267591077106402	0.6147859887962039	-0.6876578343452735	FKBP1A
lung-associated mesenchyme development (GO:0060484)	1/11	0.059440440383465104	0.3267591077106402	0.6170008171396022	-0.6901351908397668	FGFR2
regulation of immunoglobulin secretion (GO:0051023)	1/12	0.06423351876761867	0.3267591077106402	0.6171806335605954	-0.6903363212703447	IL33
interleukin-6-mediated signaling pathway (GO:0070102)	1/9	0.04978152532556987	0.3267591077106402	0.6174315923148773	-0.6906170266810477	GAB1
regulation of macrophage activation (GO:0043030)	1/23	0.11539326037574439	0.34135867491369254	0.6436297717083338	-0.6917871307647747	IL33
negative regulation of platelet-derived growth factor receptor signaling pathway (GO:0010642)	1/9	0.04978152532556987	0.3267591077106402	0.6201007744200614	-0.6936025924216042	APOD
craniofacial suture morphogenesis (GO:0097094)	1/15	0.07846867576687508	0.3267591077106402	0.6219137293555121	-0.6956304406279674	FGFR2
semaphorin-plexin signaling pathway (GO:0071526)	1/21	0.10630126912262297	0.34135867491369254	0.6478466550648158	-0.6963195277516442	PLXNB3
positive regulation of cholesterol transport (GO:0032376)	1/15	0.07846867576687508	0.3267591077106402	0.6243451459202738	-0.6983500579904078	ABCG1
negative regulation of lipid storage (GO:0010888)	1/16	0.08316609819743703	0.3267591077106402	0.6275774464078154	-0.7019654896913942	ABCG1
DNA integration (GO:0015074)	1/20	0.10172077292645426	0.34135867491369254	0.6543005256858477	-0.7032562867946581	PPFIBP2
cellular response to virus (GO:0098586)	1/10	0.05462314943786882	0.3267591077106402	0.6289385769015625	-0.7034879577772791	BCL2L1
phosphatidylethanolamine acyl-chain remodeling (GO:0036152)	1/23	0.11539326037574439	0.34135867491369254	0.6553133638408536	-0.7043449070418554	PLA2G16
positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043)	1/16	0.08316609819743703	0.3267591077106402	0.6311975627142274	-0.7060147058165367	MAL
ruffle organization (GO:0031529)	1/21	0.10630126912262297	0.34135867491369254	0.6574565261467215	-0.7066484240131172	PLEKHA1
myelin maintenance (GO:0043217)	1/12	0.06423351876761867	0.3267591077106402	0.6319488133191233	-0.7068550036981213	NDRG1
negative regulation of adherens junction organization (GO:1903392)	1/11	0.059440440383465104	0.3267591077106402	0.6330195787646187	-0.7080526891703989	APOD
establishment of nucleus localization (GO:0040023)	1/11	0.059440440383465104	0.3267591077106402	0.6332407022538011	-0.7083000228807715	CDC42BPA
negative regulation of protein localization to plasma membrane (GO:1903077)	1/18	0.09249020519988453	0.3346784536933151	0.647430080585992	-0.7086672857180916	BCL2L1
Golgi to plasma membrane protein transport (GO:0043001)	1/24	0.1199049834249741	0.3458965017955808	0.6681368970869933	-0.7093046039491713	RAB31
negative regulation of T cell receptor signaling pathway (GO:0050860)	1/14	0.07374751732169718	0.3267591077106402	0.6357226472949598	-0.7110761579636627	DUSP3
prostaglandin biosynthetic process (GO:0001516)	1/14	0.07374751732169718	0.3267591077106402	0.6362255893337377	-0.7116387147549529	PTGDS
organ growth (GO:0035265)	1/17	0.08783990230616054	0.3342446712394877	0.6503034849080023	-0.712655887268187	FGFR2
positive regulation of steroid biosynthetic process (GO:0010893)	1/14	0.07374751732169718	0.3267591077106402	0.638659008405965	-0.7143605719861803	ABCG1
negative regulation of cell junction assembly (GO:1901889)	1/11	0.059440440383465104	0.3267591077106402	0.6389529281527921	-0.7146893306440837	APOD
positive regulation of oligodendrocyte differentiation (GO:0048714)	1/12	0.06423351876761867	0.3267591077106402	0.6440027046278675	-0.7203376674931025	ASPA
SMAD protein complex assembly (GO:0007183)	1/8	0.04491544685202842	0.3267591077106402	0.6474383945518368	-0.7241805967980216	FKBP1A
hepatocyte apoptotic process (GO:0097284)	1/9	0.04978152532556987	0.3267591077106402	0.6478279467802927	-0.7246163234519567	BCL2L1
modulation by symbiont of host cellular process (GO:0044068)	1/12	0.06423351876761867	0.3267591077106402	0.6486418038031753	-0.7255266486187972	BCL2L1
protein refolding (GO:0042026)	1/19	0.09711712341807215	0.3410902308025874	0.6761730723735541	-0.7272973217126995	FKBP1A
cellular response to interleukin-6 (GO:0071354)	1/18	0.09249020519988453	0.3346784536933151	0.6657849107446434	-0.7287582083650204	GAB1
phospholipid catabolic process (GO:0009395)	1/24	0.1199049834249741	0.3458965017955808	0.6876427883351353	-0.7300123638809469	ENPP2
negative regulation of digestive system process (GO:0060457)	1/9	0.04978152532556987	0.3267591077106402	0.6569446887780974	-0.7348136915975296	WNK1
calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338)	1/22	0.11085872684927389	0.34135867491369254	0.6924386372804909	-0.7442479499410312	CLDN11
positive regulation of systemic arterial blood pressure (GO:0003084)	1/13	0.06900250460533063	0.3267591077106402	0.6672432885157897	-0.7463330055075249	WNK1
axon regeneration (GO:0031103)	1/16	0.08316609819743703	0.3267591077106402	0.667764455320454	-0.7469159472836214	APOD
apical protein localization (GO:0045176)	1/11	0.059440440383465104	0.3267591077106402	0.6679013121021931	-0.7470690259806985	MAL
positive regulation of dendrite morphogenesis (GO:0050775)	1/21	0.10630126912262297	0.34135867491369254	0.6987319381765461	-0.7510121251878753	PTPRD
heart trabecula formation (GO:0060347)	1/15	0.07846867576687508	0.3267591077106402	0.6754851598931907	-0.755551802821747	FKBP1A
triglyceride catabolic process (GO:0019433)	1/19	0.09711712341807215	0.3410902308025874	0.7094134513833886	-0.7630509469520255	PRKACB
transepithelial transport (GO:0070633)	1/13	0.06900250460533063	0.3267591077106402	0.6825364920185064	-0.7634389438218834	SLC12A2
regulation of cholesterol storage (GO:0010885)	1/13	0.06900250460533063	0.3267591077106402	0.6831128661461534	-0.764083636758309	ABCG1
mitochondrion morphogenesis (GO:0070584)	1/19	0.09711712341807215	0.3410902308025874	0.710798032654935	-0.764540213963139	BCL2L1
branching involved in labyrinthine layer morphogenesis (GO:0060670)	1/9	0.04978152532556987	0.3267591077106402	0.6862604750308186	-0.7676043381868386	FGFR2
muscle cell cellular homeostasis (GO:0046716)	1/16	0.08316609819743703	0.3267591077106402	0.6891788070926219	-0.7708685861399346	ALDOA
regulation of catecholamine metabolic process (GO:0042069)	1/15	0.07846867576687508	0.3267591077106402	0.6894119093851231	-0.7711293185257785	GPR37
aromatic amino acid family catabolic process (GO:0009074)	1/19	0.09711712341807215	0.3410902308025874	0.7188238674760683	-0.7731728679513091	QDPR
cyclooxygenase pathway (GO:0019371)	1/15	0.07846867576687508	0.3267591077106402	0.6938487228073124	-0.7760920365526984	PTGDS
negative regulation of response to reactive oxygen species (GO:1901032)	1/13	0.06900250460533063	0.3267591077106402	0.6970218597241677	-0.7796412919034887	GPR37
regulation of amyloid precursor protein catabolic process (GO:1902991)	1/13	0.06900250460533063	0.3267591077106402	0.7001365851155712	-0.7831252120907829	FKBP1A
dopamine biosynthetic process (GO:0042416)	1/11	0.059440440383465104	0.3267591077106402	0.7005657696843561	-0.7836052687877206	GPR37
positive regulation of dendritic spine development (GO:0060999)	1/18	0.09249020519988453	0.3346784536933151	0.720159232678025	-0.7882755281386313	LPAR1
activation of protein kinase A activity (GO:0034199)	1/17	0.08783990230616054	0.3342446712394877	0.7198283342047296	-0.7888469185522274	PRKACB
positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G-protein coupled signaling pathway (GO:0051482)	1/16	0.08316609819743703	0.3267591077106402	0.7056456796567386	-0.7892873109193533	LPAR1
erythrocyte development (GO:0048821)	1/16	0.08316609819743703	0.3267591077106402	0.707382741962056	-0.7912302707863084	BPGM
Leydig cell differentiation (GO:0033327)	1/13	0.06900250460533063	0.3267591077106402	0.7106754156206541	-0.7949132318142765	PLEKHA1
regulation of cholesterol biosynthetic process (GO:0045540)	1/12	0.06423351876761867	0.3267591077106402	0.7140616221141226	-0.7987008123160768	ABCG1
negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315)	1/10	0.05462314943786882	0.3267591077106402	0.7145436968925594	-0.799240028407812	FKBP1A
membrane raft organization (GO:0031579)	1/14	0.07374751732169718	0.3267591077106402	0.7164818938972247	-0.8014079638830047	MAL
otic vesicle formation (GO:0030916)	1/8	0.04491544685202842	0.3267591077106402	0.7176566647843521	-0.8027219827754581	FGFR2
lipid translocation (GO:0034204)	1/18	0.09249020519988453	0.3346784536933151	0.7387158624638336	-0.808587337640102	ATP8A1
positive regulation of Rho protein signal transduction (GO:0035025)	1/11	0.059440440383465104	0.3267591077106402	0.7256352754890233	-0.8116463145888771	LPAR1
intracellular lipid transport (GO:0032365)	1/17	0.08783990230616054	0.3342446712394877	0.7412659558475501	-0.8123400223527479	ABCG1
presynaptic membrane assembly (GO:0097105)	1/9	0.04978152532556987	0.3267591077106402	0.7283351802990606	-0.8146662446595738	PTPRD
forebrain neuron development (GO:0021884)	1/17	0.08783990230616054	0.3342446712394877	0.7433978524103634	-0.8146763294336652	FGFR2
vesicle fusion (GO:0006906)	1/24	0.1199049834249741	0.3458965017955808	0.7676240503605826	-0.8149217254678558	GNAI1
regulation of cholesterol esterification (GO:0010872)	1/9	0.04978152532556987	0.3267591077106402	0.7358658850538236	-0.823089579311188	ABCG1
erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process (GO:1902222)	1/9	0.04978152532556987	0.3267591077106402	0.736294234743822	-0.8235687021694424	QDPR
positive regulation of smooth muscle cell migration (GO:0014911)	1/15	0.07846867576687508	0.3267591077106402	0.7368558582471288	-0.8241968960597384	LPAR1
prostanoid biosynthetic process (GO:0046457)	1/14	0.07374751732169718	0.3267591077106402	0.7431911367122018	-0.8312831080890606	PTGDS
negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394)	1/11	0.059440440383465104	0.3267591077106402	0.7438369876022601	-0.8320055130111979	LDLRAD4
renal absorption (GO:0070293)	1/13	0.06900250460533063	0.3267591077106402	0.7466685483627492	-0.8351727044824734	SGK1
negative regulation of meiotic cell cycle (GO:0051447)	1/18	0.09249020519988453	0.3346784536933151	0.7660101419620392	-0.838463247869848	PRKACB
regulation of spindle checkpoint (GO:0090231)	1/15	0.07846867576687508	0.3267591077106402	0.7511992020381664	-0.8402403858405119	NDRG1
mast cell activation (GO:0045576)	1/17	0.08783990230616054	0.3342446712394877	0.7679661748303107	-0.8416003118806537	NDRG1
regulation of lipoprotein metabolic process (GO:0050746)	1/11	0.059440440383465104	0.3267591077106402	0.7607358176975876	-0.85090739613491	APOD
phospholipid translocation (GO:0045332)	1/18	0.09249020519988453	0.3346784536933151	0.7782516603627957	-0.8518626308739251	ATP8A1
negative regulation of focal adhesion assembly (GO:0051895)	1/11	0.059440440383465104	0.3267591077106402	0.7651024267782639	-0.8557915883555718	APOD
negative regulation of hydrogen peroxide-induced cell death (GO:1903206)	1/12	0.06423351876761867	0.3267591077106402	0.7661013153825436	-0.8569088772770648	GPR37
regulation of platelet-derived growth factor receptor signaling pathway (GO:0010640)	1/12	0.06423351876761867	0.3267591077106402	0.7671735379473669	-0.8581081925840162	APOD
negative regulation of establishment of protein localization to plasma membrane (GO:0090005)	1/14	0.07374751732169718	0.3267591077106402	0.7740880838302742	-0.8658423337875777	BCL2L1
cell volume homeostasis (GO:0006884)	1/16	0.08316609819743703	0.3267591077106402	0.7773647234181219	-0.8695073601934679	SLC12A2
microtubule polymerization or depolymerization (GO:0031109)	1/14	0.07374751732169718	0.3267591077106402	0.7804653436924635	-0.8729755033552138	CRYAB
somatic stem cell division (GO:0048103)	1/16	0.08316609819743703	0.3267591077106402	0.7839292002422565	-0.8768499379339482	FGFR2
neuroblast proliferation (GO:0007405)	1/16	0.08316609819743703	0.3267591077106402	0.7845084596541126	-0.8774978581532443	HHIP
response to lead ion (GO:0010288)	1/11	0.059440440383465104	0.3267591077106402	0.7872826059345632	-0.8806008296882772	QDPR
amyloid precursor protein metabolic process (GO:0042982)	1/12	0.06423351876761867	0.3267591077106402	0.7923573649954256	-0.8862771103602713	ABCG1
lens fiber cell development (GO:0070307)	1/10	0.05462314943786882	0.3267591077106402	0.7932145841785256	-0.8872359374932124	FGFR2
phosphatidylserine acyl-chain remodeling (GO:0036150)	1/17	0.08783990230616054	0.3342446712394877	0.8120807903397329	-0.8899447251999361	PLA2G16
detection of light stimulus involved in sensory perception (GO:0050962)	1/16	0.08316609819743703	0.3267591077106402	0.8001220597607548	-0.8949621703388394	CACNB4
pteridine-containing compound biosynthetic process (GO:0042559)	1/16	0.08316609819743703	0.3267591077106402	0.8066362807898567	-0.9022485353617151	QDPR
positive regulation of cell cycle checkpoint (GO:1901978)	1/9	0.04978152532556987	0.3267591077106402	0.808027654841519	-0.9038048318365318	NDRG1
cyclic nucleotide catabolic process (GO:0009214)	1/18	0.09249020519988453	0.3346784536933151	0.8288514175116529	-0.9072483684723691	CNP
toxin transport (GO:1901998)	1/9	0.04978152532556987	0.3267591077106402	0.8210057696869737	-0.9183212692816735	ABCG1
phospholipid efflux (GO:0033700)	1/11	0.059440440383465104	0.3267591077106402	0.8276463302360536	-0.9257489491072342	ABCG1
gamma-aminobutyric acid transport (GO:0015812)	1/9	0.04978152532556987	0.3267591077106402	0.8351203275221769	-0.9341088546375174	CACNB4
reverse cholesterol transport (GO:0043691)	1/16	0.08316609819743703	0.3267591077106402	0.8363906615781038	-0.9355297639973813	ABCG1
response to mercury ion (GO:0046689)	1/10	0.05462314943786882	0.3267591077106402	0.8399700424504318	-0.9395334162337987	GATM
response to lipoprotein particle (GO:0055094)	1/9	0.04978152532556987	0.3267591077106402	0.8417595251635575	-0.9415350100071307	ABCG1
barbed-end actin filament capping (GO:0051016)	1/9	0.04978152532556987	0.3267591077106402	0.8418383478791219	-0.9416231757410122	GSN
dicarboxylic acid catabolic process (GO:0043649)	1/15	0.07846867576687508	0.3267591077106402	0.8422062645804536	-0.9420347023643703	ASPA
aspartate family amino acid catabolic process (GO:0009068)	1/15	0.07846867576687508	0.3267591077106402	0.8484131859454559	-0.9489773428630037	ASPA
protein polyglutamylation (GO:0018095)	1/9	0.04978152532556987	0.3267591077106402	0.8494767849331083	-0.9501670124224759	TTLL7
neuronal action potential propagation (GO:0019227)	1/8	0.04491544685202842	0.3267591077106402	0.8512467434336961	-0.9521467677382703	CACNB4
negative regulation of release of cytochrome c from mitochondria (GO:0090201)	1/16	0.08316609819743703	0.3267591077106402	0.8523516207546872	-0.9533826084366859	BCL2L1
